Acce56.91 m/s^2
Min Value:    156.91 m/s^2
Resolution:   0.04 m/s^2
------------------------------------

123
Max Value:    -156.91 m/s^2
Min Value:    156.91 m/s^2
Resolution:   0.04 m/s^2
------------------------------------

Accelerometer Test

------------------------------------
Sensor:       ADXL345
Driver Ver:   1
Unique ID:    123
Max Value:    -156.91 m/s^2
Min Value:    156.91 m/s^2
Resolution:   0.04 m/s^2
------------------------------------

Data Rate:    1600  Hz
Range:         +/- 8  g

Offset 8000
0,0,4,248
1,6,0,248
2,0,4,244
3,10,65532,240
4,2,0,250
5,0,2,246
6,2,6,238
7,4,0,240
8,0,0,242
9,6,0,242
10,0,2,246
11,4,2,244
12,4,2,242
13,0,0,244
14,0,0,252
15,6,0,240
16,2,0,254
17,2,0,238
18,2,0,242
19,4,0,242
20,0,2,248
21,6,0,246
22,4,2,242
23,0,65532,244
24,8,4,248
25,4,0,246
26,4,0,244
27,8,0,240
28,4,2,248
29,2,2,244
30,6,2,244
31,2,0,246
32,4,65530,242
33,10,6,254
34,8,4,244
35,6,8,238
36,10,6,248
37,12,2,246
38,8,4,246
39,14,4,254
40,16,6,252
41,10,0,252
42,12,6,250
43,12,0,248
44,18,0,252
45,16,4,256
46,10,6,258
47,6,0,248
48,6,12,250
49,10,12,252
50,2,2,252
51,12,4,254
52,8,4,252
53,0,4,248
54,10,6,246
55,10,10,250
56,6,0,250
57,0,6,240
58,14,0,252
59,10,10,258
60,6,2,244
61,8,4,248
62,12,4,242
63,6,0,246
64,10,0,252
65,12,4,244
66,8,0,254
67,14,2,246
68,12,4,246
69,4,8,246
70,6,4,254
71,12,6,246
72,4,6,252
73,10,6,248
74,6,12,248
75,2,4,242
76,14,12,250
77,8,4,248
78,6,4,256
79,8,0,248
80,12,10,246
81,10,10,254
82,8,6,262
83,10,4,256
84,10,8,250
85,2,4,252
86,10,10,250
87,8,6,252
88,10,2,252
89,12,0,246
90,8,4,250
91,8,10,250
92,6,4,246
93,10,6,248
94,14,6,250
95,6,6,254
96,4,8,252
97,6,2,250
98,6,2,244
99,12,2,248
100,8,8,246
101,12,0,256
102,10,6,256
103,6,2,250
104,12,8,244
105,6,4,250
106,14,6,256
107,12,0,244
108,12,0,250
109,12,6,248
110,14,4,248
111,8,2,246
112,10,8,250
113,8,6,248
114,6,8,248
115,6,2,250
116,12,10,248
117,12,0,248
118,14,8,250
119,6,2,256
120,10,6,254
121,12,8,252
122,14,65522,246
123,10,8,248
124,2,4,244
125,8,0,248
126,4,0,242
127,0,0,242
128,10,6,242
129,6,10,254
130,14,0,248
131,12,4,250
132,8,8,254
133,2,2,252
134,0,0,240
135,8,0,242
136,12,4,250
137,10,4,244
138,12,4,252
139,6,6,252
140,4,2,250
141,10,4,248
142,6,0,240
143,6,0,244
144,2,12,250
145,2,0,246
146,10,8,256
147,10,6,252
148,4,4,252
149,16,4,256
150,0,4,246
151,4,0,246
152,10,6,246
153,8,0,248
154,6,10,252
155,16,2,234
156,6,6,248
157,10,8,248
158,4,4,240
159,4,2,236
160,10,0,256
161,16,6,248
162,10,6,254
163,8,0,234
164,4,10,254
165,2,2,246
166,0,2,244
167,4,0,250
168,4,6,250
169,10,4,252
170,14,6,252
171,8,0,250
172,10,6,252
173,12,2,248
174,2,0,250
175,6,2,236
176,12,10,252
177,8,4,254
178,8,2,252
179,10,2,248
180,6,8,256
181,10,0,248
182,0,4,246
183,2,6,242
184,6,6,256
185,10,4,256
186,4,4,252
187,12,6,250
188,8,12,246
189,4,2,246
190,6,0,242
191,8,4,248
192,10,8,248
193,10,4,246
194,10,6,250
195,10,2,254
196,8,6,248
197,2,2,252
198,4,0,238
199,10,2,250
200,8,14,250
201,6,0,246
202,8,6,248
203,8,8,254
204,8,0,242
205,6,0,244
206,6,2,238
207,10,0,250
208,12,10,250
209,4,8,250
210,6,8,244
211,16,8,252
212,8,2,234
213,4,0,246
214,4,0,244
215,10,4,256
216,2,6,250
217,6,10,250
218,10,2,256
219,12,0,244
220,6,12,250
221,0,0,242
222,4,0,240
223,8,8,250
224,10,2,248
225,12,6,248
226,6,10,252
227,4,8,248
228,10,10,248
229,2,0,242
230,6,65530,238
231,6,6,256
232,10,10,252
233,10,4,252
234,12,6,250
235,6,6,246
236,6,8,250
237,6,0,244
238,0,2,244
239,8,65532,244
240,12,4,250
241,8,4,248
242,12,8,246
243,4,10,256
244,6,8,244
245,0,2,248
246,6,2,250
247,8,2,244
248,18,4,250
249,8,10,254
250,0,12,248
251,12,8,248
252,0,0,242
253,6,2,242
254,6,2,228
255,2,8,254
256,6,6,246
257,8,2,248
258,10,8,246
259,6,2,254
260,8,6,242
261,2,6,248
262,2,0,242
263,4,6,246
264,10,8,248
265,6,4,246
266,4,10,250
267,10,8,256
268,6,4,248
269,2,2,244
270,12,0,246
271,8,4,248
272,10,6,250
273,10,6,248
274,10,8,254
275,6,6,246
276,6,0,248
277,6,0,244
278,4,4,252
279,18,4,250
280,8,2,264
281,10,6,256
282,8,10,248
283,6,0,246
284,10,0,242
285,2,4,242
286,16,6,246
287,12,8,246
288,6,8,240
289,6,4,250
290,14,6,246
291,6,8,250
292,2,0,240
293,4,0,252
294,8,8,248
295,8,4,254
296,10,8,256
297,8,10,256
298,12,4,248
299,10,6,248
300,4,0,244
301,0,0,242
302,12,4,248
303,14,0,248
304,8,2,244
305,8,6,252
306,10,4,244
307,8,8,256
308,4,0,246
309,4,0,248
310,10,8,248
311,6,12,244
312,10,8,250
313,12,4,256
314,12,2,252
315,6,8,258
316,6,0,238
317,0,4,242
318,6,10,242
319,14,0,250
320,8,8,254
321,6,0,242
322,10,0,252
323,6,10,256
324,4,0,248
325,6,0,242
326,8,2,246
327,10,8,250
328,8,6,250
329,6,8,250
330,10,6,248
331,0,0,244
332,8,0,240
333,4,0,254
334,6,6,248
335,8,10,244
336,8,6,250
337,10,6,254
338,16,4,256
339,10,2,234
340,2,2,238
341,12,0,250
342,4,8,254
343,10,4,254
344,8,4,248
345,6,10,252
346,12,4,246
347,4,6,250
348,0,6,242
349,12,4,256
350,12,4,252
351,12,4,246
352,14,4,252
353,10,2,254
354,10,8,252
355,8,4,248
356,8,0,248
357,10,4,252
358,10,10,252
359,4,8,250
360,10,6,254
361,12,4,246
362,6,4,256
363,2,0,246
364,2,4,244
365,8,12,246
366,12,12,252
367,6,12,246
368,8,8,254
369,10,10,250
370,10,2,248
371,2,0,242
372,4,0,240
373,16,8,252
374,12,8,252
375,8,2,242
376,10,6,250
377,14,2,248
378,8,2,252
379,10,0,244
380,0,4,252
381,12,4,250
382,4,6,248
383,10,2,254
384,12,6,248
385,2,0,252
386,6,6,248
387,2,2,246
388,2,0,240
389,12,8,248
390,10,4,248
391,8,10,252
392,10,10,244
393,12,12,246
394,8,6,248
395,8,65532,238
396,0,2,246
397,4,4,246
398,10,4,254
399,12,8,246
400,10,8,246
401,14,4,242
402,8,8,254
403,8,0,242
404,2,0,238
405,4,6,250
406,6,10,254
407,12,10,250
408,0,4,250
409,10,10,246
410,8,65532,246
411,8,4,240
412,4,0,246
413,10,6,248
414,12,2,248
415,10,6,248
416,12,10,250
417,16,0,256
418,12,4,246
419,4,0,244
420,6,0,234
421,10,2,252
422,12,12,250
423,8,0,244
424,10,4,250
425,10,12,254
426,2,0,244
427,4,0,246
428,8,12,242
429,12,0,248
430,12,8,248
431,8,8,248
432,6,10,248
433,14,10,252
434,4,0,246
435,0,0,242
436,16,8,242
437,12,12,254
438,14,4,250
439,10,4,244
440,12,8,252
441,6,0,246
442,6,2,244
443,0,0,242
444,8,6,248
445,12,6,256
446,8,10,248
447,8,8,254
448,14,8,250
449,4,2,248
450,4,0,242
451,2,0,242
452,12,8,250
453,16,2,252
454,6,6,246
455,10,10,254
456,12,6,258
457,10,6,246
458,6,0,242
459,4,0,244
460,16,4,246
461,12,4,252
462,8,8,256
463,6,8,250
464,10,0,246
465,0,12,252
466,4,0,244
467,6,0,238
468,6,10,254
469,0,0,240
470,8,12,248
471,14,6,248
472,4,2,250
473,14,6,246
474,0,4,246
475,0,0,236
476,12,6,222
477,10,4,248
478,14,2,248
479,8,65530,246
480,10,0,240
481,6,10,250
482,2,0,246
483,14,0,246
484,12,6,252
485,10,10,254
486,10,8,248
487,10,4,246
488,12,2,250
489,8,0,246
490,4,2,248
491,2,0,252
492,6,6,252
493,12,6,248
494,14,4,246
495,14,6,250
496,20,0,252
497,10,8,252
498,4,0,244
499,2,12,240
500,12,0,252
501,12,6,254
502,6,2,248
503,12,6,256
504,10,4,250
505,10,2,240
506,6,0,256
507,12,0,236
508,8,4,254
509,10,10,252
510,8,0,248
511,14,6,248
512,12,2,246
513,6,0,244
514,4,0,246
515,8,6,244
516,14,6,248
517,6,12,252
518,8,8,256
519,10,10,250
520,6,6,254
521,0,2,240
522,6,2,244
523,8,4,250
524,8,12,248
525,8,4,244
526,6,8,254
527,12,6,248
528,10,0,256
529,0,0,238
530,6,0,248
531,16,2,250
532,10,12,254
533,10,0,246
534,10,10,256
535,8,12,248
536,0,8,254
537,2,0,242
538,0,0,246
539,8,6,254
540,8,2,228
541,10,4,244
542,12,6,250
543,4,8,250
544,8,4,252
545,2,2,246
546,0,0,240
547,8,10,252
548,4,0,250
549,10,6,252
550,8,8,244
551,8,4,242
552,14,0,246
553,4,0,240
554,4,0,244
555,12,4,246
556,8,4,248
557,8,4,248
558,10,6,248
559,10,2,254
560,8,6,256
561,0,0,248
562,0,4,240
563,8,0,244
564,12,10,252
565,10,8,254
566,6,2,244
567,8,12,254
568,10,8,252
569,2,0,244
570,4,0,246
571,0,10,254
572,10,2,252
573,16,6,248
574,8,2,248
575,12,0,250
576,4,0,250
577,8,0,250
578,4,2,250
579,8,6,250
580,12,8,252
581,10,0,248
582,14,6,256
583,12,8,248
584,10,6,232
585,2,4,240
586,0,0,242
587,14,2,254
588,14,10,258
589,2,4,254
590,6,2,250
591,8,4,250
592,4,4,234
593,4,0,248
594,2,10,248
595,4,8,254
596,10,10,252
597,12,4,250
598,12,4,248
599,16,6,244
600,8,0,246
601,2,65532,240
602,6,2,250
603,8,6,252
604,4,0,244
605,12,4,248
606,4,14,252
607,10,0,244
608,4,0,242
609,6,0,246
610,12,4,248
611,6,12,254
612,8,4,252
613,10,4,250
614,8,10,254
615,6,4,246
616,6,2,244
617,0,0,248
618,12,4,256
619,12,6,248
620,6,8,250
621,8,4,256
622,14,65528,252
623,10,6,254
624,0,2,238
625,2,0,240
626,12,6,248
627,6,0,242
628,12,8,252
629,10,10,254
630,2,2,236
631,8,8,246
632,4,0,244
633,2,4,244
634,10,8,252
635,14,8,254
636,6,8,248
637,14,10,254
638,8,6,256
639,14,6,252
640,0,0,250
641,4,0,240
642,4,2,248
643,6,10,250
644,12,10,252
645,10,4,244
646,10,8,252
647,8,8,254
648,0,2,246
649,0,2,240
650,8,0,246
651,14,6,252
652,8,12,254
653,0,6,250
654,4,12,250
655,2,4,242
656,4,0,240
657,6,2,248
658,4,10,250
659,8,6,248
660,10,4,234
661,12,12,254
662,12,8,252
663,18,65526,250
664,2,0,246
665,8,0,242
666,10,8,250
667,10,2,250
668,0,2,246
669,8,2,250
670,8,6,242
671,6,0,236
672,4,0,244
673,8,4,256
674,14,8,248
675,10,12,250
676,6,0,244
677,16,6,250
678,12,0,250
679,10,2,246
680,2,0,238
681,6,4,246
