Accelerometer Test

---lue:    156.91 m/s^2
Resolution:   0.04 m/s^2
------------------------------------

123
Max Value:    -156.91 m/s^2
Min Value:    156.91 m/s^2
Resolution:   0.04 m/s^2
------------------------------------

Accelerometer Test

------------------------------------
Sensor:       ADXL345
Driver Ver:   1
Unique ID:    123
Max Value:    -156.91 m/s^2
Min Value:    156.91 m/s^2
Resolution:   0.04 m/s^2
------------------------------------

Data Rate:    1600  Hz
Range:         +/- 8  g

Offset 8000
0,0,0,244
1,4,0,242
2,2,0,238
3,2,4,244
4,4,2,246
5,2,0,242
6,0,0,246
7,2,0,240
8,6,0,244
9,0,0,242
10,2,0,242
11,6,0,248
12,4,0,246
13,0,0,250
14,6,0,244
15,2,2,244
16,6,2,242
17,4,0,248
18,2,0,240
19,4,0,248
20,2,8,238
21,0,0,246
22,6,0,236
23,0,0,244
24,0,0,244
25,4,0,242
26,4,0,244
27,0,6,244
28,0,0,242
29,4,0,242
30,4,2,240
31,8,0,242
32,4,65530,244
33,18,4,246
34,8,6,246
35,8,2,246
36,8,8,256
37,10,10,248
38,0,2,254
39,8,10,244
40,8,2,256
41,0,0,250
42,12,6,248
43,10,14,244
44,2,0,248
45,12,4,246
46,6,8,252
47,8,2,248
48,14,8,254
49,12,10,250
50,4,0,246
51,8,2,250
52,12,2,256
53,16,0,254
54,8,8,248
55,14,10,252
56,4,2,252
57,8,6,242
58,12,2,256
59,8,6,252
60,6,0,250
61,12,10,246
62,6,2,248
63,4,0,248
64,16,4,250
65,10,4,252
66,12,2,252
67,12,6,252
68,12,4,252
69,10,6,248
70,14,6,250
71,10,6,252
72,6,2,250
73,12,8,254
74,10,4,250
75,12,2,242
76,10,8,244
77,12,6,250
78,10,2,250
79,6,12,248
80,6,8,250
81,10,8,256
82,10,4,252
83,10,8,256
84,8,6,248
85,12,10,252
86,12,0,252
87,12,2,248
88,4,8,254
89,0,2,242
90,10,6,256
91,10,6,248
92,8,4,248
93,6,8,246
94,10,6,250
95,10,0,252
96,8,4,250
97,10,10,228
98,8,0,252
99,14,4,246
100,12,8,246
101,14,6,248
102,8,4,250
103,8,4,250
104,6,4,256
105,8,4,252
106,16,0,252
107,12,2,244
108,4,8,244
109,12,2,248
110,8,6,246
111,10,0,246
112,12,6,248
113,8,10,254
114,20,65530,248
115,8,0,238
116,8,8,252
117,8,8,244
118,8,12,256
119,6,8,248
120,10,8,252
121,8,10,254
122,6,0,252
123,8,8,250
124,8,0,246
125,0,4,250
126,4,0,244
127,6,65532,246
128,12,10,246
129,8,10,256
130,8,6,248
131,4,12,256
132,4,0,244
133,10,2,248
134,2,2,248
135,0,0,242
136,14,8,248
137,2,6,250
138,12,10,252
139,8,6,248
140,65528,6,252
141,6,6,250
142,6,2,242
143,0,2,248
144,6,8,246
145,8,10,250
146,10,2,252
147,10,2,244
148,14,0,246
149,14,0,252
150,0,2,244
151,6,0,244
152,12,10,244
153,12,2,248
154,8,6,248
155,6,8,252
156,8,4,254
157,14,6,254
158,4,4,244
159,6,4,256
160,6,0,252
161,12,8,246
162,12,10,248
163,6,2,252
164,8,8,252
165,4,0,242
166,4,0,244
167,6,0,246
168,12,6,252
169,10,8,252
170,10,12,226
171,10,2,252
172,8,8,254
173,12,6,236
174,0,2,240
175,2,0,256
176,12,8,246
177,14,8,252
178,10,4,248
179,12,10,254
180,8,6,250
181,4,0,250
182,2,0,246
183,12,4,246
184,12,2,250
185,10,8,252
186,12,2,248
187,10,6,250
188,8,10,254
189,4,2,246
190,2,4,242
191,6,10,248
192,6,12,250
193,0,2,248
194,12,6,252
195,12,10,252
196,8,2,248
197,4,0,252
198,2,2,240
199,10,4,256
200,12,4,248
201,10,4,242
202,12,0,250
203,8,8,250
204,4,0,246
205,2,6,250
206,0,0,240
207,8,6,248
208,10,8,250
209,8,6,250
210,10,8,252
211,8,8,252
212,6,6,254
213,0,2,242
214,4,0,240
215,12,2,250
216,8,4,252
217,8,2,252
218,10,4,248
219,8,2,236
220,10,4,248
221,4,2,244
222,0,0,244
223,8,6,250
224,10,6,244
225,14,6,252
226,10,8,252
227,6,10,250
228,10,8,252
229,6,65532,244
230,2,2,248
231,8,16,254
232,12,8,254
233,10,10,246
234,12,6,250
235,6,8,254
236,16,4,244
237,0,0,242
238,2,0,244
239,6,2,248
240,12,6,250
241,10,6,254
242,14,0,246
243,12,6,252
244,4,2,240
245,4,65532,238
246,6,0,242
247,6,8,252
248,8,12,252
249,14,8,254
250,10,2,246
